episode,step,waiting_time,co2_emission,throughput,reward,episode_reward,exploration_rate,q_table_size
0,0,0.0,43.605157166318364,0,4.97268331221366,4.97268331221366,0.6719999999999999,1
0,10,387.0,74.61760121143486,4,-0.9041226593258136,27.42417936283568,0.6719999999999999,6
0,20,979.0,130.63871593036544,11,-4.525124449596987,-29.952821708156485,0.6719999999999999,14
0,30,2307.0,159.85271811380838,11,-8.562301860148686,-119.37050372452092,0.6719999999999999,24
0,40,3516.0,149.2200721013663,11,-9.47476126327386,-213.58212022043494,0.6719999999999999,33
0,50,5516.0,158.85545342378316,10,-7.540205687294312,-310.82965402132345,0.6719999999999999,41
0,60,7605.0,160.67983895317428,3,-10.905472703392007,-409.10495741477735,0.6719999999999999,47
0,70,9474.0,169.135722388165,7,-10.625352276185293,-519.8367777416624,0.6719999999999999,55
0,80,11340.0,155.82616948735372,9,-10.065937002717154,-618.7913046410009,0.6719999999999999,62
0,90,13891.0,184.37657832795543,10,-10.94714561490852,-728.5670467320068,0.6719999999999999,69
0,100,16091.0,232.74711287310487,6,-9.301478527121485,-843.8616346573564,0.6719999999999999,77
0,110,18451.0,239.37464984095712,6,-9.9175050923269,-955.1612005184895,0.6719999999999999,85
0,120,5642.0,173.78835079905724,8,-2.3847043380207356,-1016.5058915998648,0.6719999999999999,92
0,130,5992.0,203.33849042008987,6,-2.429381087411305,-1046.136506376589,0.6719999999999999,99
0,140,8040.0,196.40366562830417,10,-1.4610514596288606,-1082.6919940710934,0.6719999999999999,101
0,150,10075.0,220.47572173378188,0,-6.7208288015047275,-1127.9054876581424,0.6719999999999999,107
0,160,4224.0,212.5316213276725,10,-1.444147887336932,-1140.9635946593214,0.6719999999999999,117
0,170,6296.0,195.94443211217796,6,-4.370493979951101,-1179.7875938021261,0.6719999999999999,126
0,180,3046.0,156.37713443527238,6,1.892495716761558,-1197.226868133788,0.6719999999999999,135
0,190,1212.0,127.69852545362995,8,2.7231435161735806,-1200.0105517612249,0.6719999999999999,143
0,200,2354.0,140.63132631346969,2,-2.578669377593757,-1213.5997454704823,0.6719999999999999,152
0,210,4524.0,147.79687950586217,2,-3.7703496738849354,-1241.155933021025,0.6719999999999999,159
0,220,6758.0,162.04345244219488,2,-8.611841137779027,-1304.766377628301,0.6719999999999999,162
0,230,9034.0,171.47600632227542,2,-10.680317640422606,-1403.6136579641982,0.6719999999999999,163
0,240,5358.0,118.1994529422011,6,-2.202496050712212,-1461.9826513664011,0.6719999999999999,170
0,250,5807.0,169.98991896648053,6,-3.3738225285825543,-1521.0196914108105,0.6719999999999999,179
0,260,1710.0,171.51393133763366,6,-0.36323566779814653,-1527.332679945714,0.6719999999999999,189
0,270,3325.0,138.58533333333324,0,-4.341525428904922,-1558.1666408315743,0.6719999999999999,192
0,280,5591.0,173.72626753846887,4,-6.122363933099106,-1611.5412249458298,0.6719999999999999,198
0,290,7716.0,196.5322447689383,6,-9.900534114344588,-1702.7918316575112,0.6719999999999999,205
0,300,9140.0,155.4964385152421,6,-10.954619310465848,-1800.0530972657994,0.6719999999999999,214
0,310,4715.0,105.61060099654048,6,-1.2881364670179054,-1856.0356196776704,0.6719999999999999,223
0,320,5499.0,147.13691431089453,4,-5.412633313826453,-1898.7730381570523,0.6719999999999999,230
0,330,1990.0,117.20397810937314,10,2.8770065082664447,-1931.040671425451,0.6719999999999999,236
0,340,764.0,131.5851572061361,10,3.0035755305134586,-1920.8888388454623,0.6719999999999999,245
0,350,814.0,130.27078855944274,10,3.71049211090095,-1910.7719636977977,0.6719999999999999,249
0,360,1446.0,143.47025452200052,11,3.5550053405257405,-1907.485243735536,0.6719999999999999,257
0,370,1380.0,133.9553807552459,10,2.9149497537977416,-1905.9373346866457,0.6719999999999999,267
0,380,1619.0,137.55232122545837,11,2.8495340324246126,-1904.0010552806575,0.6719999999999999,277
0,390,2155.0,156.19691511778808,11,2.3908433620687672,-1905.0861568980758,0.6719999999999999,284
0,400,3590.0,189.65309865693735,10,-0.5611253953128346,-1927.974498500647,0.6719999999999999,293
0,410,1826.0,192.74963037357983,12,-0.3981820587503684,-1953.0089149410887,0.6719999999999999,303
0,420,1837.0,158.15441098027043,6,-3.4195281374922795,-1958.3155533396455,0.6719999999999999,312
0,430,2454.0,165.14315708811975,2,-9.024492092625085,-1990.7659094246571,0.6719999999999999,320
0,440,3746.0,204.61282091068213,2,-11.776350703947902,-2078.5503376489532,0.6719999999999999,329
0,450,6804.0,232.32953693487718,6,-9.740330517498919,-2196.439327327733,0.6719999999999999,336
0,460,7472.0,180.7865591563357,6,-9.832566370605493,-2294.1953881429463,0.6719999999999999,344
0,470,8404.0,186.42867501449996,8,-10.558716134617132,-2394.31222691548,0.6719999999999999,350
0,480,11849.0,258.27227228702804,0,-12.275849296603806,-2514.457544185661,0.6719999999999999,352
0,490,6054.0,239.31550989353258,0,-6.648302174864283,-2575.2893416713882,0.6719999999999999,361
